Facility_Name,Latitude,Longitude,Type
ELEGANT HOOPOE POLY CLINIC L.L.C (BRANCH),25.194691076716943,55.23550163550301,Physiotherapy
AL RAMZ OPTIC CENTER L.L.C,25.2447123989942,55.30634201269579,Optometry
Neauvia Middle East Poly Clinic,25.07962986766359,55.13599257736867,Dermatology
SHANTHI WELLNESS AYURVEDIC MEDICAL CENTRE LLC,25.282070589644995,55.352468728647565,Ayurvedic Medicine
OPEN MINDS PSYCHIATRY COUNSELLING NEUROSCIENCE CENTRE-FZE,25.11082984912227,55.37484422991906,Psychiatry
Avance Dental Clinic LLC (Branch,25.040810415544584,55.116425128704975,General Dentistry
DERMADENT SKIN AND DENTAL CLINIC L.L.C,25.23609203423653,55.27632292000218,General Dentistry
PHY CLUB L.L.C,25.201704986408817,55.26195256975969,Physiotherapy
Floraison Dental Clinic LLC,25.166690477034987,55.2381403930734,General Dentistry
Lens and Frames Optics Trading LLC BR4,25.251602839391538,55.30502874797852,Optometry
CLINICA DENTALIA FOR GENERAL DENTAL CLINIC,25.124944077872893,55.20276102429357,General Dentistry
TRIPLE SEVEN MEDICAL CENTER L.L.C,25.214880219023577,55.25074981218588,General Practice
Al boom Marine LLC,25.197150400138383,55.28061644622558,Optometry
PORTOFINO AESTHETIC CLINIC - FZE,25.11163671895005,55.37557561691568,General Practice
BELLADERM MEDICAL CENTRE L.L.C,25.144629617340296,55.20779992753232,General Practice
MINHA DENTAL SURGERY CLINIC LLC,25.27160582803277,55.33269920374346,General Dentistry
Dr Krish Esthetik Studio For Dental Surgery Clinic,25.2216507929287,55.281081978287965,Orthodontics
Atlantis The Royal,25.137855489683737,55.12708591645477,General Practice
SAGE BEHAVIORAL HEALTH PSYCHIATRIC CLINIC L.L.C,25.19280849431,55.276803931021526,Child and Adolescent Psychiatry
LITTLE KIDS REHABILITATION CENTER,25.11141566802448,55.21738470716866,Speech Therapy
SMILE DESIGNERS DENTAL SURGERY CLINIC L.L.C,25.25625617335636,55.30543004493936,General Dentistry
MEDIVERSE POLY CLINIC L L C,25.25614955797889,55.33282466512923,General Dentistry
KYRA CARE FZ-LLC,25.233373743406556,55.317954102265695,Nursing
Dr. Sobeh’s Clinic FZ-LLC,25.23168489025761,55.32692671199009,Vascular Surgery
Sheba Poly Clinic,25.27391102259889,55.31442849376518,Ophthalmology
Atelier Clinic LLC,25.134757342771756,55.19716573884264,General Practice
Swiss International Scientific School FZ-LLC,25.208038313310578,55.333181582855424,General Practice
Monarch Health Center FZ-LLC,25.2301584360353,55.3239522410677,Child and Adolescent Psychiatry
Tunio Aesthetics FZ-LLC,25.23423305644837,55.31919994079254,Plastic Surgery
American Academy of Cosmetic Surgery Hospital Pharmacy (AACSH) FZ-LLC,25.23303595373894,55.320048378832006,Pharmacy
French Dental Clinic FZ-LLC,25.23429096236076,55.31839785303023,Orthodontics
Mitera Clinic FZ-LLC,25.234013537530405,55.318096393725824,Obstetrics and Gynecology
ASTER OPTICS 9 BR OF ASTER OPTICALS LLC,25.07808059553921,55.123262341882175,Optometry
AVANTI BY RIVOLI VISION BR OF EXCEL ENTERPRISES LLC,25.138468824786155,55.127479484124684,Optometry
Kids Neuro Clinic and Rehab Center FZ-LLC,25.23432413147296,55.31789358037352,General Practice
Myosmile Dental Clinic ,25.21237715543824,55.24865681976184,Periodontics
WHITELINE MEDICAL CENTER,25.24424341924533,55.45311988969471,General Dentistry
STYLO OPTICALS L L C,25.245045647930866,55.29865692713551,Optometry
Veneto Clinic FZ-LLC,25.23019505814233,55.32509419593594,General Dentistry
Revitalife Clinic FZ-LLC,25.234078159579298,55.3178587742665,General Practice
DR MISKIS DENTAL AESTHETIC CENTRE DMCC,25.063590129804712,55.13875803243392,Periodontics
Gifted Mind Child Skills Development Training,25.24305709689328,55.31353652374475,Speech Therapy
Towerclinic FZ-LLC,25.23098431332117,55.32586150155669,Orthodontics
MEDITERIA AESTHETICS AND WELLNESS  CLINIC L.L.C,25.184006859345217,55.26369617614185,Dermatology
SOLEA CLINIC L.L.C,25.246613763254203,55.275584511318336,Oral Maxillofacial Surgery
Aesthetica Clinic FZ-LLC,25.230235418664908,55.32402860011476,General Surgery
Healthy Victoria Cardiac Clinic,25.24088453090241,55.27220595622272,Cardiology
Camali Clinic Child and Adult Mental Health FZ-LLC (DMCC Branch),25.064266196321167,55.13828384546458,Child and Adolescent Psychiatry
American Heart Center FZ-LLC,25.23340429302321,55.317470015559536,Cardiology
THE CONTOUR SILHOUETTE CLINIC L.L.C,25.24613899426254,55.27541487997631,General Practice
DIVERSIFIED AND INTEGRATED SPORTS CLINIC (D.I.S.C) FZ-LLC (DMCC BRANCH),25.077904153762965,55.153036852489045,Chiropractor
ASPRIS WELLBEING CLINIC LLC,25.20144942153607,55.26427176581813,Psychiatry
New Smiles Dental Clinic,25.163578055348378,55.4140160443409,General Dentistry
B T L AESTHETIC MEDICAL CLINIC L.L.C,25.193762119929445,55.27349290683935,Dermatology
Emirates Integrated Medical Centre FZ-LLC,25.231979666301264,55.326619455642366,Traditional Chinese Medicine (TCM)
CITY RELIEF EXPRESS CLINIC L.L.C,25.275036321614404,55.31035102843792,General Practice
JEWEL CHILDREN WITH AUTISM REHABILITATION CENTER,25.172630254704664,55.24339912000043,Occupational Therapy
DANTY DENTAL LABORATORY L.L.C,25.187423530178226,55.26062519351731,Dental Lab - Dental Clinical Support
ELEGANT HOOPOE POLY CLINIC L.L.C,25.194558918850426,55.2353995173332,Physiotherapy
VOATII WELLNESS CLINIC,25.1633387514152,55.22292107603776,General Practice
Perfect Doctors Clinic L.L.C,25.16594512749929,55.22446272428238,Plastic Surgery
LEJOU PLUS MEDICAL CENTER L.L.C,25.21394011375821,55.258619101413416,Plastic Surgery
ECLA CLINIC L.L.C,25.14906558675367,55.21119553600923,General Practice
Alta Derma Clinic LLC,25.20015219520052,55.23962709712398,Dermatology
LIFE OPTICAL 1 BR OF LIFE OPTICAL LLC ,25.21231813858267,55.25761159249183,Optometry
SMILE BY DR NOURA CLINIC ,25.11872797822256,55.37686077870044,Implantology
HORTMAN CLINICS,25.230082669874182,55.28694973766896,General Practice
LAS VEGAS AESTHETIC MEDICAL  CENTER L L C,25.150897110045825,55.2212234834179,Dermatology
ISMILE DENTAL CLINIC L L C,25.2687268303314,55.30370576122711,General Dentistry
SKY MED AUDIOLOGY CENTER L.L.C,25.236675082729416,55.30592596163536,Audiology
Redwood Early Learning Center Of Excellence BR Kids First Group LLC.,25.094184279465203,55.21207722840384,Nursing
Mueller Medical Clinic FZ LLC ,25.2340153508815,55.31871593192362,Otolaryngology-Plastic Surgery (Head & Neck)
Gulf Optics,25.27116319325368,55.37311674874397,Optometry
Gems Winchester Shcool(Br Of Premier Shools International L.L.C),25.081148614004583,55.33148358489853,General Practice
Bella Dent,25.17874666026344,55.246566999755096,General Dentistry
Isee Eye Wear,25.107731698362716,55.19813877408466,Optometry
Al Mazaya Optics,25.24196364856816,55.29719540970852,Optometry
The One Plus Dental Clinic (Branch),25.0457475864534,55.23553718633241,General Dentistry
Marina Optics (L.L.C.) (Branch),25.22904230161682,55.38392952133386,Optometry
La Clinique Me JLT,25.071674543977203,55.14161739929741,General Dentistry
Eye 2 Eye Optics Trading,25.28758605478966,55.368557963314124,Optometry
Gems Wellington Academy Al Khail,25.122934639088463,55.25427311651632,General Practice
Nagem Dental Diet And Laser Center LLC,25.163705604683653,55.40609199441157,General Dentistry
Akeela Dental Clinic,25.045713152725952,55.1317462121896,General Dentistry
Vision And Style Optical LLC,25.230581564126965,55.2719210015171,Optometry
International Concept Education - School Clinic,25.15293047798767,55.29849640158096,General Practice
Sheikh Rashid Bin Saied Islamic Institute,25.103508762921653,55.41043065543687,Nursing
Canadian Kids Nursery,25.18178174122541,55.26226122643609,Nursing
American Hospital Pharmacy 1,25.235440576815517,55.31271843917376,Pharmacy
Mediclinic Ibn Battuta Clinic Llc Pharmacy,25.048207771107432,55.121754409433485,Pharmacy
Executive Opticsllc Jumerah,25.2629423906728,55.38509633783491,Optometry
Galadari Group - Company Clinic,25.26308001889272,55.42242807200312,Nursing
Bright White Dental Center L.L.C,25.21608525591674,55.26031605890504,General Dentistry
Lotus Dental Clinic L L C,25.287804817804403,55.36914965142996,General Dentistry
European Vascular Clinic Dmcc,25.069321836077258,55.13984337248281,Vascular Surgery
Head Start Speech Therapy Center,25.232268321081417,55.43291178951548,Speech Therapy
British Berries Nursery L.L.C,25.21254561910972,55.26871023878181,Nursing
Jebel Ali Village Nursery LLC,25.039927890490983,55.25402219379022,Nursing
Pandh Comfort Health Acupuncture Center,25.169154761277564,55.404263989943935,Acupuncture
3Dent Dental Laboratory,25.23643217429781,55.27663713630726,Dental Lab - Dental Clinical Support
Odyssey Nursery LLC Branch,25.21578562591377,55.2733624444939,Nursing
Noralign specialist medical center LLC,25.213507818677076,55.25882859166181,Physiotherapy
Advanced Hair Studio LLC,25.132266672463345,55.1990535204673,Dermatology
Alzahraa Dental And Orthodontic Clinic L L C,25.262294456615688,55.31959201427029,Orthodontics
PRIMUS MONECOLE EARLY CHILDHOOD CENTER L.L.C. BR.,25.14588746384956,55.21796191251892,Nursing
Jose Garizaldy Gomez Dental Clinic,25.265538865296516,55.32971372448122,General Dentistry
Atlantis Management Staff Accommodation,25.067975026801644,55.20981730574172,Nursing
Sunmarke School,25.04710861167376,55.19382531906064,Nursing
Kaya Skin Care Clinic-Branch,25.254987123848988,55.30335043204522,Dermatology
CRYSTAL VISION OPTICAL L.L.C,25.217599315560648,55.40701894714947,Optometry
Primecorp Medical Center L L C Jabal Ali Branch,25.009625754342423,55.10714334440893,General Practice
Pulse Center LLC,25.171603476652106,55.22047564392464,Speech Therapy
Hussam Dental Clinic Branch,25.24816398572898,55.30870270790732,General Dentistry
Golden Mile Nursery Br Of Babilou Investment LLC,25.10693706301659,55.14801785762408,Nursing
Bits Pilani Fz LLC,25.131259250962746,55.41983817623158,Nursing
Emirates Airline Clinic Branch 2,25.26919656030521,55.35078568257252,Occupational Medicine
Iranian Hospital L.L.C Pharmacy,25.23011122142109,55.26974319725977,Pharmacy
Toddlers International Nursery FZE,25.116458868942026,55.39160889198075,Nursing
British Orchard Nursery Branch,25.07233730629894,55.1300529687726,Nursing
Babilou Nursery Br Of Babilou Investment L L C,25.1436546072598,55.21019842480794,Nursing
GEMS ALBARSHA NATIONAL SCHOOL Br of FZEGEMS WELLINGTON ACADEMY DUBAI BRANCH,25.079893468455907,55.22949895160969,General Practice
Lens And Frames Optics Trading LLC,25.29550729476806,55.37033894164952,Optometry
Sultan Al Olama Medical Center Branch,25.025220089448,55.15286124013028,Dermatology
Pretty Smile Dental Clinic L.L.C,25.208526267189157,55.27237336986143,General Dentistry
Singhania Clinic And Therapy Centre Dmcc,25.07893384997514,55.15032178135392,Pediatrics
R U Active Sports Physiotherapy And Rehabilitation Centre L L C,25.03752879324248,55.22691414690448,Physiotherapy
Chubby Cheeks Early Learning Center - Branch,25.287851819441546,55.34806595549093,Nursing
Royati Nusery,25.202095424851905,55.3779459746513,Nursing
Blue Bird Nursery,25.195435557736555,55.38334783155558,Nursing
Al Jaber Optical Center Llc New Springs Village Br,25.06565244870732,55.19207574432268,Optometry
Art Village Nursery,25.197831122228127,55.240611406094615,Nursing
Kinderville Early Learning Centre Branch,25.248711693621,55.31209946239321,Nursing
BLOOM WORLD ACADEMY L.L.C,25.079113491834217,55.23414166649359,Nursing
Wise Mind Psychotherapy Center,25.186301877121497,55.273367265820646,Clinical Psychology
Dr Gad Dental Clinic L.L.C,25.18585701829295,55.25977349675651,Implantology
Msb Private School Branch,25.29047386723132,55.37568099801929,Nursing
Dunecrest American School,25.090813865926712,55.306463615424654,General Practice
Kings College Hospital London Pharmacy Br Of Kch Healthcare LLC,25.112690561158665,55.25460498523322,Pharmacy
Renaissance School,25.040005438131303,55.22691077275413,General Practice
Al Sana Dental Clinic,25.26472189466028,55.32293477100816,General Dentistry
Anubhar Medical Center,25.26509472170515,55.32164471229103,General Practice
Al Majd Medical Clinic,25.26589777462035,55.31961337741591,General Dentistry
Dr. Hashim Clinic,25.2757,55.3124,General Dentistry
Al Dhafra Medical Center,25.2735,55.3029,General Practice
Medinova Diagnostic Center(24 Hours),25.2598134833722,55.29423642019725,Clinical Pathology
Dr. Khalid Al Najjar Dental Clinic,25.22890416776368,55.32025501131262,General Dentistry
Ashokan Medical Clinic,25.27497720314033,55.30890099679752,Ophthalmology
Al Asriya Optical Est,25.24489415806521,55.30509191718813,Optometry
Kassla Optics,25.280125789618573,55.35345990476582,Optometry
Dr Rafih Khoury Dental Clinic,25.177437952244947,55.24595189841619,General Dentistry
Lutfi Optical Centre(Wafi Branch),25.229068929826248,55.31851576926859,Optometry
Al Jaber Optical Center L.L.C - City Center Branch,25.2517,55.3328,Optometry
Al Jaber Optical Center LLC,25.25016196750464,55.45394084750136,Optometry
Al Jaber Optical Center - Al Jumeirah Branch,25.21504181761816,55.251472053759,Optometry
Mnm Optics Llc Branch,25.2682,55.3758,Optometry
Oscar Optics,25.26428170824669,55.322607917226144,Optometry
Al Salam Pvt. School,25.2889,55.3695,General Practice
Dubai International Pvt. School,25.249047735729487,55.34196579834012,General Practice
Dubai Scholars Pvt. School,25.170577,55.150404,General Practice
Al Arqam Pvt. School,25.109091989874557,55.18888814144548,General Practice
The English College,25.16888543659988,55.23801522835249,General Practice
English Language Private School,25.241122004127664,55.31788794069208,General Practice
Lycee Francais International Georges Pompidou Om,25.23418970729916,55.31538746090566,Nursing
Gems Jumeira Primary School,25.1757078070616,55.23814180473455,General Practice
Islamic School For Traning and Education,25.252272805709417,55.4166989643835,General Practice
Mirdif American School,25.170577,55.150404,General Practice
Metro Clinic,25.2765,55.3121,General Dentistry
Vision Art Optical,25.25722449811096,55.291080429425904,Optometry
Glory Optics,25.26175017470984,55.292987991175885,Optometry
Emirates Optical Branch,25.2643,55.3229,Optometry
Luxe Dental Clinic,25.2426,55.2776,General Dentistry
American School Of Dubai,25.09850797474714,55.18283482332781,Pediatrics
Al Fida Medical Centre,25.2453,55.3022,Homeopathy
M N M Optics LLC,25.231719016476525,55.26379253221439,Optometry
Dr. Aseel Al Kubaisi Dental Clinic,25.2613824018963,55.32889956071904,General Dentistry
ALSALAMAH OPTICALS L.L.C,25.284558015187567,55.38919167234359,Optometry
Visibility Optic,25.170577,55.150404,Optometry
Park Hyatt Dubai - Company Clinic,25.24355683057635,55.333422532112415,Nursing
The Indian High School Clinic(Branch),25.24745517162181,55.340188355771474,General Practice
Gems Wellington International School,25.11153129863097,55.184320388413205,General Practice
Seashells Nursery,25.111167277343807,55.21005273289799,Nursing
Dr. Ibrahim Galadari Clinic(Br),25.13412136586861,55.207591317645466,Dermatology
Al Mawakeb School,25.2351544365104,55.358956343436446,General Practice
Sharjah and American International Privte School,25.182392000423786,55.40680653044742,General Practice
Hussam Dental Clinic,25.248026901438408,55.30853099591998,Implantology
GREENFIELD INTERNATIONAL SCHOOL,24.98282381951387,55.18345157613154,Nursing
Russian Intenational School,25.28235916730551,55.404687506624725,Nursing
Al Barakat International United Group,25.28210257628833,55.39814834471576,Optometry
Royal Model Medical Center,25.233,55.2702,General Practice
Visual Optics Limited,25.21396660232885,55.280748886708345,Optometry
Sultan Al Olama Medical Center L L C,25.2174,55.4181,Dermatology
Lycee Francais International Georges Pompidou,25.10463516587296,55.39607950601004,General Practice
Dar Al Marefa Private School,25.24924673777879,55.48151088707898,General Practice
Vista Health Care Clinic,25.233596638876268,55.30930050136722,Ophthalmology
Al Safa Early Learning Centre,25.19162013604575,55.244781587895794,Nursing
AL JABER OPTICAL CENTRE LLC BRANCH,25.11400918340984,55.13880218179518,Optometry
Vlcc International(L.C.Cbranch)Marina,25.068816843687337,55.133288283712965,Dermatology
Shams Al Assil Polyclinic,25.252661654575576,55.33399309534311,Orthodontics
Hattan Gardens Nursery Br Of Raffles International School L L C,25.076416642795905,55.16601531943167,Nursing
Naas Vision Optical Br Naas Optical Dubai Br,25.18814961412783,55.40847223666064,Optometry
The Lighthouse Arabia (Branch),25.23180329737125,55.32665151741032,Clinical Psychology
Jose Garizaldy Gomez Dental Clinic (Branch),25.260755052880373,55.32700693400396,General Dentistry
EYECLAP OPTICAL LLC,25.29133804223444,55.38306226380982,Optometry
